"PROJECT_CODE","STATION_ID","Date","TEST_NAME","Replicate 2","Replicate 3","Replicate 1","mean","Diff rep 1 - rep 2","Diff rep 1 - rep 3","Diff rep 2 - rep 3"
"EVPA","CA316",2018-11-14,"CALCIUM",56.9,57,57.5,57.2,0.600000000000001,0.5,-0.100000000000001
"EVPA","CA316",2018-11-14,"CHLORIDE",85.9,86.2,85.6,85.75,-0.300000000000011,-0.600000000000009,-0.299999999999997
"EVPA","CA316",2018-11-14,"COLOR",88,88,86,87,-2,-2,0
"EVPA","CA316",2018-11-14,"CARBON, DISSOLVED ORGANIC",29.5,28.9,29.6,29.55,0.100000000000001,0.700000000000003,0.600000000000001
"EVPA","CA316",2018-11-14,"POTASSIUM",6.1,6.1,6.1,6.1,0,0,0
"EVPA","CA316",2018-11-14,"MAGNESIUM",17.1,17,17.1,17.1,0,0.100000000000001,0.100000000000001
"EVPA","CA316",2018-11-14,"SODIUM",51,50.9,51.7,51.35,0.700000000000003,0.800000000000004,0.100000000000001
"EVPA","CA316",2018-11-14,"AMMONIA-N",0.028,0.029,0.028,0.028,0,-0.001,-0.001
"EVPA","CA316",2018-11-14,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA316",2018-11-14,"CARBON, TOTAL ORGANIC",30,30.1,29.8,29.9,-0.199999999999999,-0.300000000000001,-0.100000000000001
"EVPA","CA316",2018-11-14,"IRON, TOTAL",0.007,0.007,0.008,0.0075,0.001,0.001,0
"EVPA","CA316",2018-11-14,"PHOSPHATE, TOTAL AS P",0.006,0.006,0.007,0.0065,0.001,0.001,0
"EVPA","CA316",2018-11-14,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA316",2018-11-14,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA316",2018-11-14,"SILICA",17.3,17.5,17.4,17.35,0.0999999999999979,-0.100000000000001,-0.199999999999999
"EVPA","CA316",2018-11-14,"SULFATE",10,10,10.1,10.05,0.0999999999999996,0.0999999999999996,0
"EVPA","LOX6",2018-12-05,"CALCIUM",16.9,17.3,17,16.95,0.100000000000001,-0.300000000000001,-0.400000000000002
"EVPA","LOX6",2018-12-05,"CHLORIDE",55.1,56,55.7,55.4,0.600000000000001,-0.299999999999997,-0.899999999999999
"EVPA","LOX6",2018-12-05,"COLOR",49,49,49,49,0,0,0
"EVPA","LOX6",2018-12-05,"CARBON, DISSOLVED ORGANIC",18.7,18.7,19,18.85,0.300000000000001,0.300000000000001,0
"EVPA","LOX6",2018-12-05,"POTASSIUM",0.9,0.9,1,0.95,0.1,0.1,0
"EVPA","LOX6",2018-12-05,"MAGNESIUM",4.4,4.5,4.6,4.5,0.199999999999999,0.0999999999999996,-0.0999999999999996
"EVPA","LOX6",2018-12-05,"SODIUM",30.8,31.4,31.5,31.15,0.699999999999999,0.100000000000001,-0.599999999999998
"EVPA","LOX6",2018-12-05,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX6",2018-12-05,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX6",2018-12-05,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX6",2018-12-05,"PHOSPHATE, ORTHO AS P",0.002,NA,0.002,0.002,0,NA,NA
"EVPA","LOX6",2018-12-05,"SILICA",15.2,15.5,15.6,15.4,0.4,0.0999999999999996,-0.300000000000001
"EVPA","LOX6",2018-12-05,"SULFATE",0.8,0.8,0.8,0.8,0,0,0
"EVPA","LOX6",2018-12-05,"PHOSPHATE, DISSOLVED AS P",0.004,0.002,0.004,0.004,0,0.002,0.002
"EVPA","LOX6",2018-12-05,"CARBON, TOTAL ORGANIC",18.7,18.5,18.9,18.8,0.199999999999999,0.399999999999999,0.199999999999999
"EVPA","LOX6",2018-12-05,"IRON, TOTAL",0.097,0.07,0.086,0.0915,-0.011,0.016,0.027
"EVPA","LOX6",2018-12-05,"PHOSPHATE, TOTAL AS P",0.006,0.005,0.005,0.0055,-0.001,0,0.001
"EVPA","CA29",2019-02-20,"CALCIUM",63.9,64.6,68.8,66.35,4.9,4.2,-0.699999999999996
"EVPA","CA29",2019-02-20,"CHLORIDE",110,110,110,110,0,0,0
"EVPA","CA29",2019-02-20,"COLOR",81,81,82,81.5,1,1,0
"EVPA","CA29",2019-02-20,"CARBON, DISSOLVED ORGANIC",26.2,26.3,26,26.1,-0.199999999999999,-0.300000000000001,-0.100000000000001
"EVPA","CA29",2019-02-20,"POTASSIUM",8.6,8.6,9,8.8,0.4,0.4,0
"EVPA","CA29",2019-02-20,"MAGNESIUM",24,24.1,25.4,24.7,1.4,1.3,-0.100000000000001
"EVPA","CA29",2019-02-20,"SODIUM",72.3,72.8,77.4,74.85,5.10000000000001,4.60000000000001,-0.5
"EVPA","CA29",2019-02-20,"AMMONIA-N",0.024,0.026,0.03,0.027,0.006,0.004,-0.002
"EVPA","CA29",2019-02-20,"NITRITE-N",0.004,0.002,0.002,0.003,-0.002,0,0.002
"EVPA","CA29",2019-02-20,"NITRATE+NITRITE-N",0.005,0.005,0.01,0.0075,0.005,0.005,0
"EVPA","CA29",2019-02-20,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA29",2019-02-20,"SULFATE",36.2,36.1,36.2,36.2,0,0.100000000000001,0.100000000000001
"EVPA","CA29",2019-02-20,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA29",2019-02-20,"CARBON, TOTAL ORGANIC",27.4,26.8,26.4,26.9,-1,-0.400000000000002,0.599999999999998
"EVPA","CA29",2019-02-20,"IRON, TOTAL",0.003,0.003,0.003,0.003,0,0,0
"EVPA","CA29",2019-02-20,"PHOSPHATE, TOTAL AS P",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA316",2019-02-25,"CALCIUM",70,67.8,68.6,69.3,-1.40000000000001,0.799999999999997,2.2
"EVPA","CA316",2019-02-25,"CHLORIDE",84.9,85,85.2,85.05,0.299999999999997,0.200000000000003,-0.0999999999999943
"EVPA","CA316",2019-02-25,"COLOR",76,76,88,82,12,12,0
"EVPA","CA316",2019-02-25,"CARBON, DISSOLVED ORGANIC",26.4,26.8,26.6,26.5,0.200000000000003,-0.199999999999999,-0.400000000000002
"EVPA","CA316",2019-02-25,"POTASSIUM",6.8,6.8,6.8,6.8,0,0,0
"EVPA","CA316",2019-02-25,"MAGNESIUM",19.2,19.3,19.1,19.15,-0.0999999999999979,-0.199999999999999,-0.100000000000001
"EVPA","CA316",2019-02-25,"SODIUM",52.7,51.8,51.8,52.25,-0.900000000000006,0,0.900000000000006
"EVPA","CA316",2019-02-25,"AMMONIA-N",0.028,0.024,0.03,0.029,0.002,0.006,0.004
"EVPA","CA316",2019-02-25,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA316",2019-02-25,"NITRATE+NITRITE-N",0.01,0.005,NA,NA,NA,NA,0.005
"EVPA","CA316",2019-02-25,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA316",2019-02-25,"SILICA",10.6,10.6,10.6,10.6,0,0,0
"EVPA","CA316",2019-02-25,"SULFATE",32.4,32.6,32.6,32.5,0.200000000000003,0,-0.200000000000003
"EVPA","CA316",2019-02-25,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA316",2019-02-25,"CARBON, TOTAL ORGANIC",26.7,27,26.7,26.7,0,-0.300000000000001,-0.300000000000001
"EVPA","CA29",2019-02-20,"SILICA",10.4,10.3,10.3,10.35,-0.0999999999999996,0,0.0999999999999996
"EVPA","CA316",2019-02-25,"PHOSPHATE, TOTAL AS P",0.006,0.006,0.006,0.006,0,0,0
"EVPA","LOX8",2019-03-05,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX8",2019-03-05,"CALCIUM",6.2,6.3,6.3,6.25,0.0999999999999996,0,-0.0999999999999996
"EVPA","LOX8",2019-03-05,"CHLORIDE",24.4,24.4,24.3,24.35,-0.0999999999999979,-0.0999999999999979,0
"EVPA","LOX8",2019-03-05,"COLOR",65,65,67,66,2,2,0
"EVPA","LOX8",2019-03-05,"CARBON, DISSOLVED ORGANIC",20.2,20.5,20.3,20.25,0.100000000000001,-0.199999999999999,-0.300000000000001
"EVPA","LOX8",2019-03-05,"POTASSIUM",1.2,1.2,1.2,1.2,0,0,0
"EVPA","LOX8",2019-03-05,"MAGNESIUM",1.8,1.8,1.9,1.85,0.0999999999999999,0.0999999999999999,0
"EVPA","LOX8",2019-03-05,"SODIUM",13.5,13.5,13.6,13.55,0.0999999999999996,0.0999999999999996,0
"EVPA","LOX8",2019-03-05,"AMMONIA-N",0.014,0.02,0.013,0.0135,-0.001,-0.007,-0.006
"EVPA","LOX8",2019-03-05,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2019-03-05,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2019-03-05,"SILICA",2.57,2.7,2.58,2.575,0.0100000000000002,-0.12,-0.13
"EVPA","LOX8",2019-03-05,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX8",2019-03-05,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX8",2019-03-05,"CARBON, TOTAL ORGANIC",20.9,20.7,20.9,20.9,0,0.199999999999999,0.199999999999999
"EVPA","LOX8",2019-03-05,"IRON, TOTAL",0.076,0.077,0.07,0.073,-0.00599999999999999,-0.00699999999999999,-0.001
"EVPA","LOX8",2019-03-05,"PHOSPHATE, TOTAL AS P",0.01,0.008,0.009,0.0095,-0.001,0.000999999999999999,0.002
"EVPA","CA317",2019-05-15,"CALCIUM",39.6,39,40,39.8,0.399999999999999,1,0.600000000000001
"EVPA","CA317",2019-05-15,"CHLORIDE",100,101,112,106,12,11,-1
"EVPA","CA317",2019-05-15,"COLOR",48,48,47,47.5,-1,-1,0
"EVPA","CA317",2019-05-15,"CARBON, DISSOLVED ORGANIC",28.5,28.8,28.8,28.65,0.300000000000001,0,-0.300000000000001
"EVPA","CA317",2019-05-15,"POTASSIUM",7.3,7.1,7.1,7.2,-0.2,0,0.2
"EVPA","CA317",2019-05-15,"MAGNESIUM",17.4,17.2,17.6,17.5,0.200000000000003,0.400000000000002,0.199999999999999
"EVPA","CA317",2019-05-15,"SODIUM",65,64.4,66.4,65.7,1.40000000000001,2,0.599999999999994
"EVPA","CA317",2019-05-15,"AMMONIA-N",0.021,0.02,0.021,0.021,0,0.001,0.001
"EVPA","CA317",2019-05-15,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2019-05-15,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA317",2019-05-15,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2019-05-15,"SILICA",9.75,9.69,9.72,9.735,-0.0299999999999994,0.0300000000000011,0.0600000000000005
"EVPA","CA317",2019-05-15,"SULFATE",22.9,22.9,22.8,22.85,-0.0999999999999979,-0.0999999999999979,0
"EVPA","CA317",2019-05-15,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA317",2019-05-15,"CARBON, TOTAL ORGANIC",28.8,28.2,28.8,28.8,0,0.600000000000001,0.600000000000001
"EVPA","CA317",2019-05-15,"IRON, TOTAL",0.006,0.006,0.006,0.006,0,0,0
"EVPA","CA317",2019-05-15,"PHOSPHATE, TOTAL AS P",0.006,0.005,0.005,0.0055,-0.001,0,0.001
"EVPA","LOX12",2019-06-11,"CALCIUM",8.2,8,7.9,8.05,-0.299999999999999,-0.0999999999999996,0.199999999999999
"EVPA","LOX12",2019-06-11,"CHLORIDE",19.5,19.5,19.6,19.55,0.100000000000001,0.100000000000001,0
"EVPA","LOX12",2019-06-11,"COLOR",30,30,30,30,0,0,0
"EVPA","LOX12",2019-06-11,"CARBON, DISSOLVED ORGANIC",11,11.2,11.3,11.15,0.300000000000001,0.100000000000001,-0.199999999999999
"EVPA","LOX12",2019-06-11,"MAGNESIUM",2.7,2.6,2.6,2.65,-0.1,0,0.1
"EVPA","LOX12",2019-06-11,"SODIUM",11.4,10.9,11,11.2,-0.4,0.0999999999999996,0.5
"EVPA","LOX12",2019-06-11,"AMMONIA-N",0.01,0.01,0.005,0.0075,-0.005,-0.005,0
"EVPA","LOX12",2019-06-11,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2019-06-11,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX12",2019-06-11,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2019-06-11,"CARBON, TOTAL ORGANIC",11.6,11.7,11.6,11.6,0,-0.0999999999999996,-0.0999999999999996
"EVPA","LOX12",2019-06-11,"IRON, TOTAL",0.014,0.016,0.014,0.014,0,-0.002,-0.002
"EVPA","LOX12",2019-06-11,"PHOSPHATE, TOTAL AS P",0.006,0.005,0.006,0.006,0,0.001,0.001
"EVPA","LOX12",2019-06-11,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX12",2019-06-11,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX12",2019-06-11,"SILICA",3.73,3.69,3.7,3.715,-0.0299999999999998,0.0100000000000002,0.04
"EVPA","LOX12",2019-06-11,"POTASSIUM",0.8,0.7,0.6,0.7,-0.2,-0.1,0.1
"EVPA","CA27",2019-08-19,"CALCIUM",78.9,79.1,81.4,80.15,2.5,2.30000000000001,-0.199999999999989
"EVPA","CA27",2019-08-19,"CHLORIDE",114,114,114,114,0,0,0
"EVPA","CA27",2019-08-19,"COLOR",112,115,111,111.5,-1,-4,-3
"EVPA","CA27",2019-08-19,"CARBON, DISSOLVED ORGANIC",29.6,29.8,29.1,29.35,-0.5,-0.699999999999999,-0.199999999999999
"EVPA","CA27",2019-08-19,"POTASSIUM",7.2,7.4,7.4,7.3,0.2,0,-0.2
"EVPA","CA27",2019-08-19,"MAGNESIUM",27.4,27.9,28.3,27.85,0.900000000000002,0.400000000000002,-0.5
"EVPA","CA27",2019-08-19,"NITRITE-N",0.002,0.004,0.004,0.003,0.002,0,-0.002
"EVPA","CA27",2019-08-19,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA27",2019-08-19,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA27",2019-08-19,"SILICA",21.6,21.6,22,21.8,0.399999999999999,0.399999999999999,0
"EVPA","CA27",2019-08-19,"SULFATE",65.5,65.2,65.7,65.6,0.200000000000003,0.5,0.299999999999997
"EVPA","CA27",2019-08-19,"PHOSPHATE, DISSOLVED AS P",0.004,0.005,0.005,0.0045,0.001,0,-0.001
"EVPA","CA27",2019-08-19,"CARBON, TOTAL ORGANIC",30.3,30.3,30.3,30.3,0,0,0
"EVPA","CA27",2019-08-19,"IRON, TOTAL",0.003,0.003,0.003,0.003,0,0,0
"EVPA","CA27",2019-08-19,"PHOSPHATE, TOTAL AS P",0.008,0.008,0.008,0.008,0,0,0
"EVPA","CA27",2019-08-19,"SODIUM",78.6,78.9,80.6,79.6,2,1.69999999999999,-0.300000000000011
"EVPA","CA27",2019-08-19,"AMMONIA-N",0.021,0.021,0.022,0.0215,0.000999999999999997,0.000999999999999997,0
"EVPA","LOX7",2019-09-09,"CALCIUM",8.3,8.3,8.5,8.4,0.199999999999999,0.199999999999999,0
"EVPA","LOX7",2019-09-09,"CHLORIDE",26.8,NA,26.7,26.75,-0.100000000000001,NA,NA
"EVPA","LOX7",2019-09-09,"COLOR",106,NA,108,107,2,NA,NA
"EVPA","LOX7",2019-09-09,"CARBON, DISSOLVED ORGANIC",24.6,23.9,23.9,24.25,-0.700000000000003,0,0.700000000000003
"EVPA","LOX7",2019-09-09,"POTASSIUM",0.4,0.4,0.4,0.4,0,0,0
"EVPA","LOX7",2019-09-09,"MAGNESIUM",2,2,2,2,0,0,0
"EVPA","LOX7",2019-09-09,"SODIUM",13.9,14,14.2,14.05,0.299999999999999,0.199999999999999,-0.0999999999999996
"EVPA","LOX7",2019-09-09,"AMMONIA-N",0.018,0.018,0.02,0.019,0.002,0.002,0
"EVPA","LOX7",2019-09-09,"NITRITE-N",0.004,NA,0.004,0.004,0,NA,NA
"EVPA","LOX7",2019-09-09,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX7",2019-09-09,"PHOSPHATE, ORTHO AS P",0.002,NA,0.002,0.002,0,NA,NA
"EVPA","LOX7",2019-09-09,"SULFATE",0.1,NA,0.1,0.1,0,NA,NA
"EVPA","LOX7",2019-09-09,"PHOSPHATE, DISSOLVED AS P",0.005,0.004,0.004,0.0045,-0.001,0,0.001
"EVPA","LOX7",2019-09-09,"CARBON, TOTAL ORGANIC",24.6,24.6,24.7,24.65,0.0999999999999979,0.0999999999999979,0
"EVPA","LOX7",2019-09-09,"IRON, TOTAL",0.099,0.103,0.108,0.1035,0.00899999999999999,0.005,-0.00399999999999999
"EVPA","LOX7",2019-09-09,"PHOSPHATE, TOTAL AS P",0.006,0.006,0.006,0.006,0,0,0
"EVPA","LOX7",2019-09-09,"SILICA",11.3,NA,11.3,11.3,0,NA,NA
"EVPA","CA29",2019-11-20,"AMMONIA-N",0.045,0.045,0.042,0.0435,-0.003,-0.003,0
"EVPA","CA29",2019-11-20,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA29",2019-11-20,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA29",2019-11-20,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA29",2019-11-20,"SILICA",13.5,13.5,13.4,13.45,-0.0999999999999996,-0.0999999999999996,0
"EVPA","CA29",2019-11-20,"SULFATE",40.9,40.4,41.1,41,0.200000000000003,0.700000000000003,0.5
"EVPA","CA29",2019-11-20,"PHOSPHATE, DISSOLVED AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA29",2019-11-20,"CARBON, TOTAL ORGANIC",30.1,30.1,29.7,29.9,-0.400000000000002,-0.400000000000002,0
"EVPA","CA29",2019-11-20,"PHOSPHATE, TOTAL AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA29",2019-11-20,"CALCIUM",64.3,65.9,65.9,65.1,1.60000000000001,0,-1.60000000000001
"EVPA","CA29",2019-11-20,"CHLORIDE",120,120,120,120,0,0,0
"EVPA","CA29",2019-11-20,"COLOR",84,83,82,83,-2,-1,1
"EVPA","CA29",2019-11-20,"CARBON, DISSOLVED ORGANIC",29.6,29.6,29.1,29.35,-0.5,-0.5,0
"EVPA","CA29",2019-11-20,"POTASSIUM",7.4,7.6,7.6,7.5,0.199999999999999,0,-0.199999999999999
"EVPA","CA29",2019-11-20,"MAGNESIUM",25.4,25.8,25.8,25.6,0.400000000000002,0,-0.400000000000002
"EVPA","CA29",2019-11-20,"SODIUM",80.3,82.8,82.8,81.55,2.5,0,-2.5
"EVPA","LOX7",2019-12-09,"CALCIUM",10.4,10,10.1,10.25,-0.300000000000001,0.0999999999999996,0.4
"EVPA","LOX7",2019-12-09,"CHLORIDE",28.5,28.2,28.4,28.45,-0.100000000000001,0.199999999999999,0.300000000000001
"EVPA","LOX7",2019-12-09,"COLOR",54,50,50,52,-4,0,4
"EVPA","LOX7",2019-12-09,"CARBON, DISSOLVED ORGANIC",20.4,20.2,18.9,19.65,-1.5,-1.3,0.199999999999999
"EVPA","LOX7",2019-12-09,"POTASSIUM",0.4,0.4,0.4,0.4,0,0,0
"EVPA","LOX7",2019-12-09,"MAGNESIUM",2,2,2,2,0,0,0
"EVPA","LOX7",2019-12-09,"SODIUM",15.8,15.5,15.5,15.65,-0.300000000000001,0,0.300000000000001
"EVPA","LOX7",2019-12-09,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX7",2019-12-09,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX7",2019-12-09,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX7",2019-12-09,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX7",2019-12-09,"SILICA",7.41,7.48,7.54,7.475,0.13,0.0599999999999996,-0.0700000000000003
"EVPA","LOX7",2019-12-09,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX7",2019-12-09,"PHOSPHATE, DISSOLVED AS P",0.002,0.004,0.002,0.002,0,-0.002,-0.002
"EVPA","LOX7",2019-12-09,"CARBON, TOTAL ORGANIC",20.6,20.1,19.6,20.1,-1,-0.5,0.5
"EVPA","LOX7",2019-12-09,"IRON, TOTAL",0.028,0.035,0.027,0.0275,-0.001,-0.008,-0.007
"EVPA","LOX7",2019-12-09,"PHOSPHATE, TOTAL AS P",0.004,0.004,0.007,0.0055,0.003,0.003,0
"RTBG","ROTA4",2010-02-10,"CARBON, DISSOLVED ORGANIC",18.4,18.7,18.2,18.3,-0.199999999999999,-0.5,-0.300000000000001
"RTBG","ROTA4",2010-02-10,"SULFATE",0.5,0.5,0.5,0.5,0,0,0
"RTBG","ROTA4",2010-02-10,"CHLORIDE",22.8,23.1,22.9,22.85,0.0999999999999979,-0.200000000000003,-0.300000000000001
"RTBG","ROTA4",2010-02-10,"AMMONIA-N",0.02,0.02,NA,NA,NA,NA,0
"RTBG","ROTA4",2010-02-10,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"RTBG","ROTA4",2010-02-10,"CALCIUM",32.6,33.4,32.8,32.7,0.199999999999996,-0.600000000000001,-0.799999999999997
"RTBG","ROTA4",2010-02-10,"MAGNESIUM",3.8,3.8,3.9,3.85,0.1,0.1,0
"RTBG","ROTA4",2010-02-10,"POTASSIUM",4.2,4,4.1,4.15,-0.100000000000001,0.0999999999999996,0.2
"RTBG","ROTA4",2010-02-10,"SODIUM",12.7,12.9,12.8,12.75,0.100000000000001,-0.0999999999999996,-0.200000000000001
"RTBG","ROTA4",2010-02-10,"KJELDAHL NITROGEN, TOTAL",1.03,1.06,1.04,1.035,0.01,-0.02,-0.03
"RTBG","ROTA4",2010-02-10,"KJELDAHL NITROGEN, DIS",1,1.03,1.01,1.005,0.01,-0.02,-0.03
"RTBG","ROTA4",2010-02-10,"PHOSPHATE, TOTAL AS P",0.009,0.008,0.01,0.0095,0.001,0.002,0.000999999999999999
"RTBG","ROTA4",2010-02-10,"NITRITE-N",0.002,0.002,0.008,0.005,0.006,0.006,0
"RTBG","ROTA4",2010-02-10,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"RTBG","ROTA4",2010-02-10,"PHOSPHATE, DISSOLVED AS P",0.008,0.008,0.008,0.008,0,0,0
"RTBG","ROTA4",2010-02-10,"SILICA",1.48,1.43,1.53,1.505,0.05,0.1,0.05
"RTBG","ROTC1",2010-05-12,"CARBON, DISSOLVED ORGANIC",21.4,21.8,22,21.7,0.600000000000001,0.199999999999999,-0.400000000000002
"RTBG","ROTC1",2010-05-12,"POTASSIUM",3.8,3.8,3.7,3.75,-0.0999999999999996,-0.0999999999999996,0
"RTBG","ROTC1",2010-05-12,"SODIUM",34.4,34.6,34.2,34.3,-0.199999999999996,-0.399999999999999,-0.200000000000003
"RTBG","ROTC1",2010-05-12,"MAGNESIUM",10.1,10.2,10,10.05,-0.0999999999999996,-0.199999999999999,-0.0999999999999996
"RTBG","ROTC1",2010-05-12,"CALCIUM",66.8,67.7,66.1,66.45,-0.700000000000003,-1.60000000000001,-0.900000000000006
"RTBG","ROTC1",2010-05-12,"KJELDAHL NITROGEN, TOTAL",1.5,1.54,1.53,1.515,0.03,-0.01,-0.04
"RTBG","ROTC1",2010-05-12,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"RTBG","ROTC1",2010-05-12,"SULFATE",1.4,1.3,1.4,1.4,0,0.0999999999999999,0.0999999999999999
"RTBG","ROTC1",2010-05-12,"CHLORIDE",49.5,49.4,48.9,49.2,-0.600000000000001,-0.5,0.100000000000001
"RTBG","ROTC1",2010-05-12,"PHOSPHATE, ORTHO AS P",0.008,0.008,0.008,0.008,0,0,0
"RTBG","ROTC1",2010-05-12,"NITRITE-N",0.008,0.008,0.008,0.008,0,0,0
"RTBG","ROTC1",2010-05-12,"KJELDAHL NITROGEN, DIS",1.34,1.42,1.37,1.355,0.03,-0.0499999999999998,-0.0799999999999998
"RTBG","ROTC1",2010-05-12,"PHOSPHATE, TOTAL AS P",0.032,0.034,0.034,0.033,0.002,0,-0.002
"RTBG","ROTC1",2010-05-12,"PHOSPHATE, DISSOLVED AS P",0.017,0.015,0.016,0.0165,-0.001,0.001,0.002
"RTBG","ROTC1",2010-05-12,"SILICA",7.96,7.9,8,7.98,0.04,0.0999999999999996,0.0599999999999996
"RTBG","ROTE1",2010-09-15,"POTASSIUM",1.9,NA,1.9,1.9,0,NA,NA
"RTBG","ROTE1",2010-09-15,"SODIUM",39.4,NA,39.1,39.25,-0.299999999999997,NA,NA
"RTBG","ROTE1",2010-09-15,"MAGNESIUM",7.1,NA,7.1,7.1,0,NA,NA
"RTBG","ROTE1",2010-09-15,"CALCIUM",49,NA,48.5,48.75,-0.5,NA,NA
"RTBG","ROTE1",2010-09-15,"AMMONIA-N",0.02,NA,0.02,0.02,0,NA,NA
"RTBG","ROTE1",2010-09-15,"NITRATE+NITRITE-N",0.005,NA,0.02,0.0125,0.015,NA,NA
"RTBG","ROTE1",2010-09-15,"CARBON, DISSOLVED ORGANIC",19.3,NA,20,19.65,0.699999999999999,NA,NA
"RTBG","ROTE1",2010-09-15,"SULFATE",5.8,NA,5.8,5.8,0,NA,NA
"RTBG","ROTE1",2010-09-15,"CHLORIDE",51.9,NA,52,51.95,0.100000000000001,NA,NA
"RTBG","ROTE1",2010-09-15,"PHOSPHATE, ORTHO AS P",0.002,NA,0.002,0.002,0,NA,NA
"RTBG","ROTE1",2010-09-15,"NITRITE-N",0.008,NA,0.008,0.008,0,NA,NA
"RTBG","ROTE1",2010-09-15,"PHOSPHATE, TOTAL AS P",0.01,NA,0.01,0.01,0,NA,NA
"RTBG","ROTE1",2010-09-15,"PHOSPHATE, DISSOLVED AS P",0.008,NA,0.008,0.008,0,NA,NA
"RTBG","ROTE1",2010-09-15,"SILICA",8.4,NA,8.46,8.43,0.0600000000000005,NA,NA
"RTBG","ROTE1",2010-09-15,"KJELDAHL NITROGEN, TOTAL",1.18,NA,1.21,1.195,0.03,NA,NA
"RTBG","ROTE1",2010-09-15,"KJELDAHL NITROGEN, DIS",1.12,NA,1.19,1.155,0.0699999999999998,NA,NA
"RTBG","ROTC1",2010-11-10,"CALCIUM",72.9,74.5,75.7,74.3,2.8,1.2,-1.59999999999999
"RTBG","ROTC1",2010-11-10,"SODIUM",48.5,49.8,50.5,49.5,2,0.700000000000003,-1.3
"RTBG","ROTC1",2010-11-10,"POTASSIUM",4.2,4.2,4.3,4.25,0.0999999999999996,0.0999999999999996,0
"RTBG","ROTC1",2010-11-10,"MAGNESIUM",11.6,11.6,11.9,11.75,0.300000000000001,0.300000000000001,0
"RTBG","ROTC1",2010-11-10,"KJELDAHL NITROGEN, TOTAL",1.42,1.43,1.44,1.43,0.02,0.01,-0.01
